Дмитрий,Фёдоров,2013,2.06523,117.073
Четтер,Сидоров,1985,1.852,116.774
Mary,Miller,1973,1.66399,71.2003
Дмитрий,Кузнецов,2019,1.60412,99.7524
Никита,Морозов,1956,2.02781,76.8986
Четтер,Морозов,1961,1.62867,96.9555
Иван,Йоу,2006,1.73509,115.462
John,Davis,1972,2.11252,114.476
Никита,Иванов,2006,1.55933,57.0614
Patricia,Davis,1951,1.96765,107.007
Иван,Кузнецов,1995,1.96891,108.456
Patricia,Moore,1963,1.62427,77.7969
Linda,Brown,1964,1.86912,95.0613
John,Wilson,1950,1.76716,68.8247
Дмитрий,Петров,2002,2.01709,66.8024
Максим,Сидоров,1965,1.72668,87.648
Vladimir,Miller,1979,1.64708,88.9861
John,Miller,1977,2.02477,76.5354
Elizabeth,Wilson,2013,1.83723,66.8849
Linda,Miller,1986,2.1338,75.8435
Придурочный,Новиков,1980,1.83791,66.3253
Максим,Васильев,1992,2.19661,93.3214
Максим,Морозов,1961,1.56301,83.2676
William,Jones,1967,1.61899,88.5436
Алексей,Человек,2001,1.87293,70.7474
Дмитрий,Смирнов,1957,1.96685,117.465
Linda,Moore,1989,1.88189,103.15
Patricia,Roslovtsev,1988,1.54678,96.06
Vladimir,Brown,2021,2.08761,90.4501
Mary,Miller,2003,1.74475,112.319
John,Wilson,1985,2.01538,80.7871
Linda,Brown,2009,1.92913,110.201
Чувак,Морозов,1950,1.87768,81.1624
Vladimir,Taylor,1972,2.11937,71.5355
Robert,Smith,2004,2.02726,55.8992
Linda,Brown,2012,2.0933,63.3762
John,Davis,2023,1.80006,103.073
Никита,Смирнов,1996,1.72874,59.0246
Алексей,Морозов,1981,2.15879,63.1746
Linda,Miller,1995,1.83009,54.6934
Robert,Roslovtsev,2018,1.92772,109.817
Чувак,Смирнов,2012,1.73638,74.2381
Алексей,Кузнецов,2004,2.09197,74.4964
Максим,Петров,1995,2.07879,109.575
Четтер,Фёдоров,2003,1.98759,72.1848
Jennifer,Taylor,1985,2.17784,74.1152
Четтер,Васильев,2007,2.02226,89.4459
Elizabeth,Moore,2017,2.0687,76.0415
Robert,Moore,1984,2.08254,110.513
Дмитрий,Кузнецов,1980,1.8992,96.9235
David,Jones,1964,1.60748,100.403
Чувак,Морозов,1975,1.92913,108.62
Jennifer,Brown,2017,2.11628,103.71
Mary,Roslovtsev,2004,2.14247,51.2278
Linda,Taylor,1992,1.9305,86.3051
Robert,Miller,1996,1.95702,109.295
Придурочный,Попов,2020,2.1288,57.1404
Patricia,Wilson,1962,2.11381,70.4314
Jennifer,Williams,1993,1.50113,119.987
Michael,Roslovtsev,1966,1.58856,89.0463
Vladimir,Smith,1951,1.86282,67.6576
Elizabeth,Wilson,1952,1.83532,83.0781
Четтер,Йоу,1997,1.95695,58.848
Иван,Фёдоров,2023,1.70234,101.356
Чувак,Попов,2023,2.17347,113.178
David,Davis,1966,2.19442,52.2038
John,Brown,2010,1.93816,91.1978
Linda,Taylor,1973,1.72978,65.7758
Vladimir,Moore,2014,1.73676,65.1494
David,Taylor,2015,1.99134,76.882
John,Jones,1992,2.0286,69.7408
Чувак,Попов,1997,1.65427,57.0369
Elizabeth,Davis,1954,1.53314,59.8768
Никита,Иванов,1957,1.5424,88.864
Mary,Smith,1966,1.88862,84.0484
Алексей,Сидоров,1983,1.6573,56.9754
David,Moore,1997,2.00563,72.662
David,Taylor,1956,1.74339,89.9425
Чувак,Человек,2018,1.87898,110.98
Придурочный,Петров,1989,2.19004,114.878
David,Brown,2020,2.12516,65.4134
Чувак,Новиков,1962,1.76934,78.758
Jennifer,Smith,1976,2.0563,69.334
John,Taylor,1960,1.8984,107.537
John,Brown,1965,1.8719,63.1485
Никита,Морозов,2010,1.79099,104.576
William,Johnson,2002,1.82182,102.507
Jennifer,Jones,1990,2.07792,110.522
Дмитрий,Васильев,2008,2.03565,96.34
Robert,Taylor,1998,2.08891,83.3396
Vladimir,Jones,2012,1.93327,72.7038
Linda,Smith,2002,1.72264,114.926
Robert,Smith,1957,1.55921,111.604
Дмитрий,Сидоров,1984,2.03529,119.367
Linda,Johnson,2001,1.83622,53.1686
Придурочный,Йоу,2023,1.50779,97.4329
Никита,Морозов,1958,1.72896,59.123
Иван,Попов,1967,2.04494,98.6844
William,Smith,2005,1.87583,80.2989
Чувак,Попов,1965,1.98085,114.68
Алексей,Йоу,2005,1.88696,67.7616
Linda,Miller,2003,1.52343,92.5267
Michael,Taylor,2003,1.82029,65.3616
Vladimir,Wilson,1958,1.64077,85.2971
Jennifer,Jones,1966,2.18704,80.3503
Максим,Иванов,1953,1.86868,80.3455
Никита,Человек,1973,1.94689,114.257
Jennifer,Davis,2001,1.51247,69.8733
Michael,Taylor,1961,1.95038,64.4832
Иван,Фёдоров,1967,1.87802,92.3731
Чувак,Человек,1970,1.55763,118.283
David,Miller,2013,1.94144,97.5954
Иван,Сидоров,2019,2.15791,98.0211
Максим,Петров,1995,1.8468,79.2126
Четтер,Морозов,2011,1.95329,101.051
Максим,Йоу,1957,1.97446,67.8041
Patricia,Miller,2008,1.71379,100.977
William,Miller,1994,1.93832,86.4852
Четтер,Петров,1959,1.69849,52.8832
Никита,Васильев,1984,1.7904,112.358
Алексей,Васильев,1986,2.07924,99.0008
Алексей,Человек,1964,1.50809,118.454
Jennifer,Wilson,2013,1.6856,67.9696
John,Miller,1963,1.5627,53.1121
Четтер,Кузнецов,1961,1.88394,72.1493
Linda,Wilson,1989,1.92782,54.3347
Michael,Williams,2019,1.78467,86.6717
Дмитрий,Морозов,1997,2.11125,93.9313
Robert,Jones,1990,1.57944,87.4984
Robert,Wilson,1957,2.03074,102.388
Алексей,Попов,2020,1.8376,86.4261
Linda,Jones,1964,1.93957,102.417
Michael,Williams,1952,2.03059,63.0661
Mary,Miller,1953,1.65578,99.2227
Michael,Brown,1955,1.62155,60.9419
Robert,Davis,2019,1.95362,55.4331
David,Davis,1973,1.80284,113.555
Чувак,Человек,1992,1.75943,79.3526
David,Wilson,1977,2.14355,110
Patricia,Taylor,2021,2.04786,78.948
Алексей,Васильев,1996,1.59992,77.0889
Алексей,Человек,1969,1.77056,111.931
Придурочный,Смирнов,1960,1.52694,64.5167
Linda,Moore,2008,1.51018,84.9448
Максим,Йоу,2006,1.90442,75.5661
Максим,Морозов,2017,1.8002,59.5116
Robert,Johnson,1976,2.15538,71.1527
Mary,Taylor,1994,1.78188,100.325
Иван,Человек,1964,1.986,99.9496
Mary,Williams,1973,1.59627,110.026
Четтер,Йоу,2012,1.53909,56.7592
Иван,Сидоров,2011,1.91601,108.119
Mary,Jones,1987,1.89368,106.656
Чувак,Сидоров,1964,2.16043,104.004
Четтер,Попов,1972,1.53616,50.9389
Иван,Йоу,2002,1.95549,79.3595
Mary,Johnson,1969,1.99166,101.473
Никита,Новиков,1979,1.69553,103.044
Дмитрий,Иванов,2013,2.00233,116.047
Иван,Васильев,2010,1.93432,119.467
Jennifer,Miller,1981,2.10562,100.22
Linda,Miller,1991,1.83806,110.211
Elizabeth,Johnson,1973,1.91449,75.2003
Придурочный,Кузнецов,1966,1.56322,108.594
David,Taylor,1993,1.53708,108.431
Максим,Иванов,2016,1.85921,91.6223
Никита,Васильев,2023,1.68394,95.2869
Michael,Johnson,1991,1.60312,66.2424
Придурочный,Кузнецов,2010,2.15292,89.7613
Максим,Сидоров,2007,1.84336,116.949
Максим,Человек,2004,1.86798,80.4726
Jennifer,Roslovtsev,2019,2.05025,112.254
Michael,Wilson,1986,1.66146,118.512
Чувак,Новиков,1966,1.53991,82.7066
Придурочный,Фёдоров,1988,1.67295,104.822
Patricia,Moore,1973,2.09144,106.772
William,Jones,1985,1.54641,114.025
Четтер,Йоу,1952,1.66386,64.3079
David,Smith,1979,2.17924,110.241
Чувак,Новиков,2023,2.16333,73.1914
Никита,Фёдоров,2023,2.14811,67.1578
Никита,Смирнов,1986,2.0521,92.9493
Максим,Кузнецов,2018,1.72357,78.4861
Michael,Moore,1967,2.1761,68.7848
Никита,Попов,1989,2.12838,109.82
Robert,Moore,1958,1.8131,83.5479
Elizabeth,Taylor,1981,1.8921,74.7456
John,Taylor,1950,1.59386,51.3339
Patricia,Davis,2023,1.96383,103.024
Vladimir,Davis,1974,2.01099,64.6128
Jennifer,Moore,1992,1.57411,62.4164
Jennifer,Johnson,1965,1.69153,53.4542
Дмитрий,Иванов,1990,1.60593,101.724
John,Roslovtsev,1982,2.06284,80.885
Алексей,Кузнецов,1977,2.19318,85.3545
Четтер,Кузнецов,1986,1.85051,79.1004
Linda,Moore,1952,1.8131,82.591
Четтер,Иванов,1961,2.07578,113.318
Четтер,Человек,1987,1.8578,69.6227
Дмитрий,Васильев,1963,1.55829,61.8376
Чувак,Васильев,2018,1.51524,63.2707
Linda,Johnson,2009,1.96405,111.505
John,Williams,2004,1.72882,74.2094
Elizabeth,Jones,1966,2.03812,69.0868
Elizabeth,Moore,1974,1.80863,109.9
Чувак,Новиков,2003,1.5746,107.28
Дмитрий,Петров,1958,1.52246,84.775
Дмитрий,Новиков,1962,1.64634,52.3527
Patricia,Williams,1984,1.71557,97.5175
Дмитрий,Морозов,2018,1.89827,107.426
Elizabeth,Moore,2017,1.75884,71.3072
Чувак,Человек,1974,1.72371,97.6211
Чувак,Смирнов,1978,1.81174,52.5797
Чувак,Человек,2009,1.99301,84.0127
David,Davis,1950,1.71806,69.4406
Дмитрий,Иванов,1995,1.61812,85.5455
Jennifer,Roslovtsev,1995,1.87035,117.793
David,Davis,1997,2.03864,52.5172
John,Taylor,1976,2.17081,54.023
Дмитрий,Смирнов,1976,1.85722,104.833
Elizabeth,Wilson,1980,1.57899,89.2137
Linda,Roslovtsev,1981,1.52008,68.9232
Michael,Brown,1965,1.73804,89.5878
Дмитрий,Фёдоров,1950,1.97059,91.949
Никита,Морозов,1986,1.92503,72.1161
Vladimir,Johnson,1986,2.14096,77.9804
Иван,Новиков,1996,2.03922,116.169
Иван,Попов,1996,2.04782,94.6791
Алексей,Сидоров,1979,1.70206,118.465
John,Williams,1987,2.10332,64.5193
Linda,Roslovtsev,2008,1.55301,90.6834
Mary,Miller,2010,1.62119,108.197
Elizabeth,Smith,2003,2.0543,112.545
Никита,Фёдоров,2023,1.78851,92.2983
Дмитрий,Новиков,1974,1.76083,88.7955
Дмитрий,Сидоров,1972,1.8939,72.2727
Robert,Johnson,2004,2.17841,99.7622
Никита,Васильев,2012,2.04944,91.6833
David,Wilson,1968,2.04498,96.7883
Придурочный,Новиков,1962,2.1556,114.225
Patricia,Taylor,1968,1.74538,69.5053
Michael,Wilson,2023,2.17737,67.2581
Иван,Иванов,1967,1.94879,91.1933
Linda,Taylor,2021,1.54237,55.2801
Дмитрий,Сидоров,2021,2.10567,75.7081
Алексей,Попов,1979,1.83498,79.2092
Patricia,Smith,1966,1.64796,95.5309
Максим,Йоу,1951,1.64022,91.6828
Robert,Smith,1998,1.6106,76.0167
Чувак,Сидоров,1950,2.00283,52.3441
Jennifer,Wilson,1984,1.80288,86.1357
Чувак,Сидоров,1981,1.67805,89.5791
Алексей,Петров,1950,1.83765,70.5282
Mary,Jones,1989,1.62404,54.0694
Michael,Brown,1963,1.96993,55.1174
Vladimir,Wilson,1956,1.58449,107.907
Алексей,Человек,2011,1.70213,75.3018
Никита,Смирнов,1999,1.67582,92.9092
John,Moore,1989,2.18431,101.103
John,Brown,2022,1.56551,50.762
Придурочный,Кузнецов,2006,1.54915,103.275
David,Davis,1994,1.8469,110.983
Jennifer,Taylor,2012,1.76837,109.291
Michael,Wilson,1984,1.98386,55.165
Дмитрий,Смирнов,2015,1.69722,101.023
Дмитрий,Сидоров,1971,2.10675,86.2069
Дмитрий,Морозов,1952,1.66045,85.0137
John,Davis,2009,1.5748,115.814
Patricia,Davis,2019,1.80902,72.807
Mary,Roslovtsev,1973,1.85967,112.046
Четтер,Смирнов,1957,1.9085,119.375
Иван,Попов,1961,1.51741,72.0745
Elizabeth,Roslovtsev,1969,2.04587,101.394
Никита,Морозов,1969,1.53101,72.5675
Никита,Васильев,1982,1.60917,58.114
Elizabeth,Johnson,2023,2.00423,51.2112
Mary,Jones,1968,1.96165,80.14
Четтер,Морозов,1951,1.81459,66.6852
William,Taylor,2015,1.79338,84.7734
Patricia,Taylor,1997,2.04777,111.319
Чувак,Кузнецов,2019,1.89603,104.604
Иван,Йоу,2005,1.81383,119.461
Четтер,Смирнов,1991,2.0076,104.949
Дмитрий,Человек,2021,1.8218,76.8454
Patricia,Johnson,1968,1.74357,76.5403
David,Brown,1971,1.72867,75.9613
Иван,Фёдоров,1987,2.10137,83.0295
Максим,Фёдоров,1963,2.09245,86.376
Придурочный,Сидоров,1957,1.5636,56.4783
Максим,Кузнецов,1979,1.80453,94.245
William,Wilson,1982,1.70149,71.3703
Дмитрий,Попов,1989,1.89216,91.4756
Максим,Смирнов,1954,1.96313,99.8009
Michael,Wilson,1977,1.66743,105.683
Mary,Johnson,1994,1.90582,86.8439
Patricia,Williams,1962,1.76891,71.6762
Дмитрий,Попов,2003,1.77905,73.5041
Придурочный,Смирнов,1984,2.08892,90.9613
Robert,Davis,1950,2.18023,83.2138
Jennifer,Wilson,1957,1.74065,94.4994
Четтер,Новиков,1982,1.77279,50.568
John,Taylor,1971,1.97168,83.8496
Чувак,Морозов,2002,1.82006,65.1321
Чувак,Сидоров,2013,1.57736,59.9818
Robert,Davis,1970,2.17961,61.6424
Никита,Петров,1999,1.52224,64.6618
Michael,Smith,1991,2.06153,58.5886
Алексей,Кузнецов,1994,1.66222,76.4123
Vladimir,Williams,1990,1.77777,72.552
Vladimir,Wilson,1964,1.64118,82.7176
Patricia,Jones,1968,1.93385,62.6732
Никита,Попов,1954,1.83865,96.2404
Linda,Miller,1987,2.06741,115.227
Иван,Новиков,1962,1.53181,105.201
Алексей,Морозов,1963,1.60919,111.086
David,Jones,2002,2.17209,70.7051
Придурочный,Кузнецов,1964,2.14195,100.878
Никита,Иванов,1979,1.67568,104.109
Придурочный,Попов,2022,1.76895,103.289
Mary,Jones,1972,1.67883,82.777
Michael,Roslovtsev,1959,1.79902,73.3282
John,Johnson,1975,1.79288,53.0472
Максим,Йоу,2004,1.63391,69.2325
Чувак,Смирнов,1998,1.6601,111.096
Алексей,Человек,1994,1.63622,70.476
Иван,Смирнов,2000,2.17854,54.1789
Elizabeth,Taylor,2014,1.79026,102.117
Никита,Петров,1986,1.89408,51.87
Иван,Смирнов,1952,1.88001,93.9675
Алексей,Васильев,1972,1.50751,81.7477
John,Taylor,1972,1.53205,113.024
Чувак,Фёдоров,1971,1.78264,93.8636
Linda,Jones,2019,2.18157,118.497
Elizabeth,Jones,2006,1.78546,118.452
Максим,Попов,1973,1.54538,66.4945
William,Roslovtsev,2016,1.97958,70.419
Максим,Фёдоров,2005,2.03922,80.3247
Jennifer,Roslovtsev,1980,2.03308,53.9223
Robert,Brown,2023,1.89767,67.7836
Patricia,Miller,1996,2.17982,81.029
John,Smith,1951,2.00186,88.9271
Чувак,Фёдоров,1991,1.79841,103.065
Никита,Кузнецов,1976,1.90075,59.3708
Mary,Johnson,1951,1.75845,59.7499
Чувак,Васильев,2007,1.90095,104.823
Vladimir,Miller,1990,2.19245,89.6917
Четтер,Петров,1952,1.86319,84.6534
Никита,Смирнов,1975,1.95172,79.1881
Придурочный,Новиков,2001,2.16032,91.031
Иван,Новиков,1981,2.0569,78.8817
Никита,Сидоров,1958,1.83813,112.813
Иван,Васильев,1956,1.64709,51.9216
John,Jones,2008,1.78243,67.8444
Robert,Roslovtsev,1970,1.6405,116.645
Patricia,Davis,1976,1.56789,116.244
Дмитрий,Смирнов,1975,2.17423,73.9098
Elizabeth,Moore,1968,1.95734,107.088
Чувак,Кузнецов,1965,1.94199,80.2176
Четтер,Петров,1984,1.68967,88.4099
Никита,Фёдоров,2006,2.05954,95.3252
Максим,Морозов,1992,1.63129,69.4354
John,Jones,2004,1.75631,54.4121
Алексей,Новиков,1950,1.84306,87.0694
Patricia,Smith,2011,1.90055,90.5734
Чувак,Попов,1959,1.52658,116.678
Никита,Новиков,2021,1.90085,89.7421
Иван,Иванов,2016,1.97563,91.7171
Vladimir,Taylor,2015,1.61896,53.8152
David,Johnson,1976,1.51313,76.6051
Никита,Попов,1960,1.50516,63.7659
Patricia,Davis,1965,1.95218,71.101
Vladimir,Johnson,1997,1.81923,112.34
Robert,Moore,1984,1.96525,82.9395
Linda,Davis,1952,1.9771,109.032
Дмитрий,Морозов,1961,1.89693,58.6263
Vladimir,Jones,2003,2.15002,107.014
Иван,Новиков,1990,1.5925,88.2807
Никита,Васильев,1996,1.60819,74.0693
Michael,Brown,1989,1.80644,119.219
Jennifer,Moore,2023,1.85057,74.9823
Никита,Фёдоров,1973,2.16371,92.8528
Алексей,Морозов,1952,1.54091,79.3177
Чувак,Фёдоров,1980,1.99097,64.4578
Иван,Человек,1972,2.09883,60.6438
Чувак,Смирнов,1986,1.97497,97.7845
Максим,Новиков,1969,1.63423,117.948
Максим,Человек,2017,1.92218,115.578
Никита,Смирнов,2022,2.17988,119.032
Чувак,Морозов,1964,1.83239,81.1693
Robert,Jones,1965,1.64585,82.8366
Никита,Петров,1995,1.73452,89.3626
Patricia,Jones,1989,1.79524,118.24
Чувак,Йоу,2007,1.91751,50.9406
Jennifer,Johnson,1999,1.88052,96.0131
Vladimir,Moore,1977,1.83614,119.102
Michael,Miller,2005,1.65699,51.4089
John,Taylor,1974,1.63465,105.415
Robert,Taylor,2019,1.94263,83.3663
Linda,Smith,1951,1.96972,115.812
Придурочный,Петров,2005,2.16382,57.0586
Алексей,Иванов,2002,1.97396,79.1778
Максим,Попов,2002,1.88431,80.7488
Mary,Davis,1988,1.89245,58.3334
Иван,Человек,1950,1.58202,103.722
Robert,Moore,1956,2.02124,94.164
John,Moore,1960,1.81111,96.8876
Четтер,Новиков,1957,1.89063,70.9911
William,Johnson,1951,2.11921,87.8178
Иван,Новиков,2015,2.06519,55.6745
Mary,Johnson,1970,1.83685,113.799
William,Miller,2010,1.56746,52.8801
Иван,Йоу,1990,1.61825,70.3357
Mary,Brown,1979,1.99551,61.5995
Придурочный,Морозов,1983,2.02884,89.3042
Elizabeth,Roslovtsev,2022,1.6257,96.842
Elizabeth,Johnson,2007,1.65053,114.733
Придурочный,Попов,2023,1.65642,57.1574
Vladimir,Moore,2006,2.03758,56.146
Patricia,Wilson,2005,1.87213,112.049
Elizabeth,Roslovtsev,2017,1.65587,55.7397
Mary,Roslovtsev,2014,1.71372,107.607
Robert,Johnson,1965,1.68174,116.862
Никита,Сидоров,2022,1.56385,73.9927
William,Brown,1985,1.55981,95.6196
Jennifer,Smith,2005,1.58765,57.9492
Четтер,Человек,1956,2.06129,100.655
Michael,Smith,1965,1.65813,81.2789
Чувак,Сидоров,1956,2.18502,116.318
Четтер,Новиков,1975,1.53895,105.386
Robert,Johnson,1965,1.67258,67.6418
Алексей,Иванов,1951,2.19406,119.973
Дмитрий,Сидоров,1965,1.79676,81.3522
Иван,Попов,1954,2.0461,50.4921
Vladimir,Jones,1982,1.78656,86.9088
